day,dir,seconds,wall_s,control,brain_mode,dist_Ada,eat_Ada,near_Ada,ign_Ada,lab_Ada,cap_Ada,dist_Bia,eat_Bia,near_Bia,ign_Bia,lab_Bia,cap_Bia,dist_Cleo,eat_Cleo,near_Cleo,ign_Cleo,lab_Cleo,cap_Cleo,dist_Dan,eat_Dan,near_Dan,ign_Dan,lab_Dan,cap_Dan,dist_Edu,eat_Edu,near_Edu,ign_Edu,lab_Edu,cap_Edu,dist_Fil,eat_Fil,near_Fil,ign_Fil,lab_Fil,cap_Fil,encontros,encontros_mf_s,pares_mf,cantos,saltos,capturas,entradas_lab,esferas,presa_agua,convulsao_ticks,fugiram,S1_quase,S1_disparou,S2_quase,S2_disparou,S3_quase,S3_disparou,S4_quase,S4_disparou,agregacao
213,runs\cem\day_0213,30.0,358,,reduced,4.12,6.84,0.0,0.0,0.0,0,7.46,0.0,1.48,0.0,0.0,0,18.64,0.0,0.0,0.0,0.0,0,99.08,0.0,1.48,0.0,11.94,0,13.8,0.7,0.0,0.0,0.0,0,21.8,0.0,0.0,0.0,0.0,0,2.0,1.48,2.0,6.0,212.0,0.0,2.0,0.0,2.0,0.0,0,2,0,0,0,1,0,0,0,0.008333333333333333
214,runs\cem\day_0214,30.0,358,,reduced,9.52,0.0,0.0,0.0,0.0,0,46.68,0.0,0.0,0.0,0.0,0,4.62,25.24,0.0,0.0,0.0,0,15.02,0.0,0.0,0.0,0.0,0,19.6,0.0,0.0,0.0,0.0,0,45.0,1.36,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,148.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0
215,runs\cem\day_0215,30.0,362,,reduced,10.04,0.0,0.12,0.0,0.0,0,8.06,27.84,0.12,0.0,0.0,0,40.3,1.98,0.0,0.0,0.0,0,17.12,0.0,0.0,0.0,0.0,0,27.28,0.0,0.0,0.0,0.0,0,12.5,0.66,0.0,0.0,0.0,0,2.0,0.0,0.0,42.0,132.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0,0,0,0,0,0,0.0006666666666666666
216,runs\cem\day_0216,30.0,355,,reduced,34.0,4.7,0.34,0.0,0.0,0,6.78,0.0,0.0,0.0,0.0,0,8.64,58.78,0.34,0.0,0.0,0,33.6,4.74,0.0,0.0,0.0,0,17.96,0.0,0.0,0.0,0.0,0,35.0,0.0,0.0,0.0,26.8,0,4.0,0.0,0.0,70.0,196.0,0.0,2.0,0.0,0.0,0.0,0,4,1,0,0,0,0,1,0,0.002
217,runs\cem\day_0217,30.0,347,,reduced,6.82,0.0,0.0,0.0,0.0,0,50.0,0.0,0.0,0.0,0.0,0,7.14,0.0,0.4,0.0,0.0,0,21.48,0.0,0.4,0.0,0.0,0,29.04,0.02,0.0,0.0,0.0,0,21.2,0.0,0.0,0.0,0.0,0,4.0,0.4,2.0,150.0,188.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0023333333333333335
218,runs\cem\day_0218,30.0,364,,reduced,28.52,0.0,4.02,0.0,0.0,0,29.84,0.0,0.14,0.0,0.0,0,16.18,48.28,3.98,0.0,0.0,0,46.68,0.0,0.12,0.0,0.0,0,14.82,0.14,0.0,0.0,0.0,0,20.94,1.48,0.0,0.0,0.0,0,6.0,0.12,2.0,20.0,190.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,0,0,0,0,0,0.023000000000000003
219,runs\cem\day_0219,30.0,357,,reduced,5.1,0.0,0.0,0.0,0.0,0,1.24,0.0,0.0,0.0,0.0,0,4.34,0.0,10.22,0.0,0.0,0,0.94,2.04,0.0,0.0,0.0,0,14.66,0.0,10.22,0.0,0.0,0,23.66,0.0,0.0,0.0,0.0,0,2.0,10.22,2.0,6.0,38.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0.05666666666666667
220,runs\cem\day_0220,30.0,6980,,reduced,6.66,28.38,28.74,0.0,0.0,0,10.28,0.0,0.0,0.0,0.0,0,26.9,0.0,28.74,0.0,0.0,0,10.96,0.0,0.0,0.0,0.0,0,21.78,9.12,0.0,0.0,0.0,0,27.64,0.24,0.0,0.0,0.0,0,2.0,0.0,0.0,254.0,124.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0.15966666666666665
221,runs\cem\day_0221,30.0,352,,reduced,13.38,0.0,0.14,0.0,0.0,0,7.68,0.0,0.0,0.0,0.0,0,28.7,5.28,0.0,0.0,0.0,0,42.08,4.46,0.0,0.0,0.0,0,31.68,0.12,0.0,0.0,0.0,0,24.1,0.0,0.14,0.0,0.0,0,2.0,0.14,2.0,142.0,226.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.001
222,runs\cem\day_0222,30.0,373,,reduced,0.28,54.1,0.0,0.0,0.0,0,14.96,0.0,0.0,0.0,0.0,0,54.62,0.0,0.0,0.0,0.0,0,14.76,0.0,0.0,0.0,0.0,0,8.62,0.0,0.0,0.0,0.0,0,15.28,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,294.0,132.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
223,runs\cem\day_0223,30.0,405,,reduced,2.54,0.0,0.0,0.0,0.0,0,38.72,0.0,0.54,0.0,0.0,0,1.06,59.68,0.0,0.0,0.0,0,14.22,0.0,0.0,0.0,0.0,0,10.74,0.0,0.0,0.0,0.0,0,61.02,0.0,0.54,0.0,9.48,0,2.0,0.54,2.0,178.0,184.0,0.0,2.0,2.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0029999999999999996
224,runs\cem\day_0224,30.0,355,,reduced,0.9,0.0,0.0,0.0,0.0,0,10.02,0.0,0.0,0.0,0.0,0,29.2,2.24,0.0,0.0,0.0,0,4.6,0.0,0.0,0.0,0.0,0,19.3,0.0,0.0,0.0,0.0,0,23.88,0.48,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0
225,runs\cem\day_0225,30.0,384,,reduced,6.88,22.92,0.0,0.0,0.0,0,39.72,0.0,0.0,0.0,0.0,0,1.2,0.0,0.0,0.0,0.0,0,48.04,0.0,4.08,0.0,0.0,0,21.36,0.0,0.0,0.0,0.0,0,41.82,0.02,4.08,0.0,0.0,0,2.0,0.0,0.0,118.0,178.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0.02266666666666667
226,runs\cem\day_0226,30.0,366,,reduced,8.8,0.0,6.96,0.0,0.0,0,0.0,59.86,0.0,0.0,0.0,0,5.54,0.0,0.0,0.0,0.0,0,80.68,0.0,6.96,0.0,3.12,0,16.4,0.14,0.0,0.0,0.0,0,32.18,0.0,0.0,0.0,0.0,0,2.0,6.96,2.0,82.0,174.0,0.0,2.0,0.0,4.0,0.0,0,3,0,0,0,0,0,0,0,0.03866666666666667
227,runs\cem\day_0227,30.0,340,,reduced,15.56,0.0,0.02,0.0,0.0,0,5.36,0.0,0.0,0.0,0.0,0,12.3,8.38,0.0,0.0,0.0,0,21.18,0.0,0.0,0.0,0.0,0,23.74,3.06,0.0,0.0,0.0,0,52.2,0.0,0.02,0.0,0.0,0,2.0,0.02,2.0,86.0,166.0,0.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0003333333333333333
228,runs\cem\day_0228,30.0,371,,reduced,2.46,24.24,0.0,0.0,0.0,0,29.42,0.0,0.0,0.0,0.0,0,4.92,30.84,0.0,0.0,0.0,0,7.78,0.0,0.0,0.0,0.0,0,21.02,0.0,0.0,0.0,0.0,0,14.44,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,40.0,98.0,0.0,0.0,2.0,2.0,0.0,0,2,0,0,0,0,0,0,0,0.0
229,runs\cem\day_0229,30.0,353,,reduced,9.86,0.0,0.18,0.0,0.0,0,13.2,0.0,0.0,0.0,0.0,0,10.34,0.0,0.0,0.0,0.0,0,62.32,0.12,0.18,0.0,0.0,0,39.84,0.0,0.0,0.0,0.0,0,18.92,0.0,0.0,0.0,0.0,0,2.0,0.18,2.0,170.0,198.0,0.0,0.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.001
230,runs\cem\day_0230,30.0,379,,reduced,44.8,2.9,0.0,0.0,0.0,0,0.0,59.7,0.0,0.0,0.0,0,7.08,0.0,0.72,0.0,0.0,0,51.96,0.0,0.12,0.0,9.78,0,11.5,0.0,0.72,0.0,0.0,0,58.44,0.0,0.12,0.0,3.8,0,6.0,0.72,2.0,166.0,252.0,0.0,4.0,0.0,2.0,0.0,0,1,1,0,0,0,0,0,0,0.004666666666666667
231,runs\cem\day_0231,30.0,393,,reduced,1.9,59.86,0.0,0.0,0.0,0,12.6,0.0,0.0,0.0,0.0,0,38.16,2.84,0.0,0.0,0.0,0,26.44,0.0,0.0,0.0,0.0,0,11.14,0.0,0.0,0.0,0.0,0,27.56,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,410.0,156.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0
232,runs\cem\day_0232,30.0,390,,reduced,9.08,0.0,0.0,0.0,0.0,0,1.34,0.0,0.0,0.0,0.0,0,18.5,0.0,0.0,0.0,0.0,0,22.48,0.0,0.08,0.0,0.0,0,17.06,0.0,0.08,0.0,0.0,0,37.3,11.82,0.0,0.0,0.0,0,2.0,0.0,0.0,272.0,140.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0.0006666666666666666
233,runs\cem\day_0233,30.0,447,,reduced,46.02,0.3,0.0,0.0,0.0,0,11.08,27.96,0.0,0.0,0.0,0,2.24,0.0,0.0,0.0,0.0,0,39.82,0.0,0.0,0.0,0.0,0,19.62,0.0,0.0,0.0,0.0,0,22.02,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,144.0,218.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0.0
234,runs\cem\day_0234,30.0,815,,reduced,3.72,0.0,0.0,0.0,0.0,0,16.8,0.0,9.02,0.0,0.0,0,4.56,0.0,9.02,0.0,0.0,0,11.64,0.0,0.0,0.0,0.0,0,31.3,0.0,0.0,0.0,0.0,0,72.44,0.0,0.0,0.0,4.8,0,2.0,0.0,0.0,48.0,178.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.049999999999999996
235,runs\cem\day_0235,30.0,533,,reduced,3.3,33.88,0.0,0.0,0.0,0,14.74,0.0,0.0,0.0,0.0,0,38.76,0.0,0.0,0.0,0.0,0,36.24,0.0,0.0,0.0,0.0,0,16.0,0.0,0.0,0.0,0.0,0,21.02,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,42.0,170.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
236,runs\cem\day_0236,30.0,417,,reduced,5.24,8.58,0.0,0.0,0.0,0,36.92,0.0,0.0,0.0,0.0,0,11.8,8.1,0.0,0.0,0.0,0,14.0,0.0,0.0,0.0,0.0,0,46.88,0.0,0.0,0.0,0.0,0,47.94,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,222.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
237,runs\cem\day_0237,30.0,430,,reduced,34.52,0.0,0.0,0.0,0.0,0,8.82,0.0,0.2,0.0,0.0,0,6.8,33.42,0.0,0.0,0.0,0,20.5,7.26,0.2,0.0,0.0,0,25.88,0.0,0.0,0.0,0.0,0,67.0,0.0,0.0,0.0,16.2,0,2.0,0.2,2.0,224.0,248.0,0.0,2.0,0.0,2.0,0.0,0,4,0,0,0,1,0,1,0,0.0013333333333333333
238,runs\cem\day_0238,30.0,396,,reduced,6.48,55.68,0.02,0.0,0.0,0,16.96,0.0,0.0,0.0,0.0,0,39.92,0.0,0.0,0.0,0.0,0,20.58,0.0,0.0,0.0,0.0,0,25.52,0.2,0.0,0.0,0.0,0,72.08,1.18,0.02,0.0,0.0,0,2.0,0.02,2.0,34.0,238.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0003333333333333333
239,runs\cem\day_0239,30.0,360,,reduced,73.44,1.78,0.0,0.0,0.0,0,17.5,0.0,0.0,0.0,0.0,0,0.3,0.0,0.0,0.0,0.0,0,83.42,0.0,0.0,0.0,12.72,0,4.0,0.0,0.0,0.0,0.0,0,0.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,216.0,240.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0,0,1,0,0,0,0.0
240,runs\cem\day_0240,30.0,357,,reduced,3.36,0.0,0.0,0.0,0.0,0,44.04,0.0,0.2,0.0,0.0,0,1.5,0.0,0.0,0.0,0.0,0,51.54,0.28,0.2,0.0,0.0,0,18.88,0.0,0.0,0.0,0.0,0,14.3,0.0,0.0,0.0,0.0,0,4.0,0.2,2.0,44.0,158.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0013333333333333333
241,runs\cem\day_0241,30.0,332,,reduced,2.24,0.0,0.0,0.0,0.0,0,41.72,0.0,0.0,0.0,0.0,0,4.1,0.0,0.0,0.0,0.0,0,9.9,0.0,0.0,0.0,0.0,0,26.9,0.0,0.0,0.0,0.0,0,17.72,0.18,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,132.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
242,runs\cem\day_0242,30.0,328,,reduced,3.74,0.0,0.0,0.0,0.0,0,2.42,19.08,11.9,0.0,0.0,0,9.44,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0,31.2,0.0,0.0,0.0,0.0,0,16.34,0.0,11.9,0.0,0.0,0,2.0,11.9,2.0,10.0,78.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.066
243,runs\cem\day_0243,30.0,387,,reduced,16.88,0.0,0.0,0.0,0.0,0,11.64,0.0,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,0.0,0,58.62,0.0,0.0,0.0,0.0,0,12.82,0.0,0.0,0.0,0.0,0,37.68,0.14,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,186.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
244,runs\cem\day_0244,30.0,337,,reduced,8.72,0.0,14.18,0.0,0.0,0,24.88,0.88,0.0,0.0,0.0,0,2.44,0.0,0.0,0.0,0.0,0,15.3,0.0,0.0,0.0,0.0,0,11.84,0.0,14.18,0.0,0.0,0,38.9,0.0,0.0,0.0,0.0,0,2.0,14.18,2.0,48.0,124.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.07866666666666666
245,runs\cem\day_0245,30.0,390,,reduced,15.46,0.0,0.0,0.0,0.0,0,8.92,0.0,0.0,0.0,0.0,0,48.58,0.0,0.3,0.0,0.0,0,54.44,0.3,0.3,0.0,0.0,0,44.34,14.12,0.0,0.0,0.0,0,31.94,1.74,0.0,0.0,0.0,0,2.0,0.3,2.0,88.0,278.0,0.0,0.0,2.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0.0016666666666666668
246,runs\cem\day_0246,30.0,423,,reduced,37.1,0.0,0.0,0.0,0.0,0,11.14,0.0,0.0,0.0,0.0,0,14.26,0.0,0.0,0.0,0.0,0,59.28,0.0,0.0,0.0,3.86,0,33.28,0.0,0.0,0.0,0.0,0,24.98,0.36,0.0,0.0,0.0,0,0.0,0.0,0.0,34.0,266.0,0.0,2.0,2.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0.0
247,runs\cem\day_0247,30.0,385,,reduced,0.74,0.0,0.0,0.0,0.0,0,4.5,0.0,0.0,0.0,0.0,0,0.0,59.86,0.0,0.0,0.0,0,9.38,0.0,0.0,0.0,0.0,0,60.4,0.0,0.0,0.0,1.6,0,7.64,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,68.0,116.0,0.0,2.0,0.0,4.0,0.0,0,4,0,0,0,0,0,0,0,0.0
248,runs\cem\day_0248,30.0,361,,reduced,17.08,0.0,0.0,0.0,0.0,0,42.78,0.0,0.0,0.0,0.0,0,5.26,0.0,0.42,0.0,0.0,0,41.16,0.12,0.0,0.0,0.0,0,10.3,0.0,0.0,0.0,0.0,0,18.02,0.0,0.42,0.0,0.0,0,2.0,0.42,2.0,12.0,132.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0023333333333333335
249,runs\cem\day_0249,30.0,248,,reduced,0.0,59.64,0.0,0.0,0.0,0,1.1,59.82,0.0,0.0,0.0,0,38.54,0.4,0.0,0.0,0.0,0,12.96,0.0,0.0,0.0,0.0,0,41.46,0.0,0.0,0.0,0.0,0,14.86,0.76,0.0,0.0,0.0,0,0.0,0.0,0.0,132.0,132.0,0.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0
250,runs\cem\day_0250,30.0,397,Fil,reduced,5.54,0.0,0.0,0.0,0.0,0,44.3,1.48,0.0,0.0,0.0,0,10.6,0.0,0.0,0.0,0.0,0,9.8,0.0,0.0,0.0,0.0,0,46.82,0.0,0.0,0.0,0.0,0,22.58,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
251,runs\cem\day_0251,30.0,293,Fil,reduced,5.0,0.0,0.48,0.0,0.0,0,7.74,0.0,0.48,0.0,0.0,0,3.3,0.0,0.0,0.0,0.0,0,5.1,0.0,0.0,0.0,0.0,0,77.34,0.0,0.0,0.0,0.0,0,26.3,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,6.0,106.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0026666666666666666
252,runs\cem\day_0252,30.0,342,Fil,reduced,11.1,21.12,0.58,0.0,0.0,0,73.56,0.0,0.0,0.0,2.66,0,7.38,0.0,0.58,0.0,0.0,0,5.66,0.0,0.06,0.0,0.0,0,14.4,0.0,0.0,0.0,0.0,0,23.76,0.0,0.0,0.0,0.0,0,6.0,0.06,4.0,472.0,176.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0.0035
253,runs\cem\day_0253,30.0,340,Fil,reduced,58.7,0.0,0.0,0.0,2.82,0,1.8,0.0,0.0,0.0,0.0,0,3.5,0.0,0.0,0.0,0.0,0,12.9,0.0,0.0,0.0,0.0,0,7.7,2.24,0.0,0.0,0.0,0,36.98,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,212.0,120.0,0.0,2.0,2.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0.0
254,runs\cem\day_0254,30.0,358,Fil,reduced,2.24,0.0,0.0,0.0,0.0,0,7.66,0.0,0.66,0.0,0.0,0,7.08,45.3,0.0,0.0,0.0,0,13.74,0.0,0.66,0.0,0.0,0,30.54,0.0,0.0,0.0,0.0,0,55.24,0.0,0.0,0.0,0.0,0,2.0,0.66,2.0,6.0,94.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0,0,0,0,0,0,0.0036666666666666666
255,runs\cem\day_0255,30.0,360,Fil,reduced,10.4,0.0,0.0,0.0,0.0,0,28.44,1.56,0.0,0.0,0.0,0,15.74,0.0,0.0,0.0,0.0,0,44.12,0.18,0.02,0.0,0.0,0,15.18,0.0,0.0,0.0,0.0,0,41.3,0.0,0.02,0.0,0.0,0,2.0,0.0,0.0,74.0,138.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0003333333333333333
256,runs\cem\day_0256,30.0,330,Fil,reduced,5.14,0.0,0.0,0.0,0.0,0,9.06,13.88,0.42,0.0,0.0,0,7.42,51.9,0.42,0.0,0.0,0,12.02,0.0,0.0,0.0,0.0,0,76.8,0.14,0.0,0.0,0.0,0,25.82,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,2.0,90.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.0023333333333333335
257,runs\cem\day_0257,30.0,344,Fil,reduced,0.0,59.76,0.0,0.0,0.0,0,12.44,0.0,0.0,0.0,0.0,0,11.1,0.94,0.0,0.0,0.0,0,47.04,0.0,0.0,0.0,6.04,0,4.52,0.0,0.0,0.0,0.0,0,39.6,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,104.0,0.0,2.0,0.0,2.0,0.0,0,4,0,0,0,0,0,0,0,0.0
258,runs\cem\day_0258,30.0,341,Fil,reduced,2.64,0.0,35.98,0.0,0.0,0,47.32,0.0,0.0,0.0,0.0,0,5.56,0.0,0.0,0.0,0.0,0,18.88,0.0,0.0,0.0,0.0,0,12.52,0.0,35.98,0.0,0.0,0,36.56,0.0,0.0,0.0,0.0,0,2.0,35.98,2.0,12.0,86.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.19999999999999998
259,runs\cem\day_0259,30.0,333,Fil,reduced,0.0,59.88,0.0,0.0,0.0,0,2.26,0.0,0.0,0.0,0.0,0,5.4,0.0,0.0,0.0,0.0,0,35.3,0.0,0.0,0.0,0.0,0,64.28,0.0,0.0,0.0,2.42,0,23.92,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,136.0,0.0,2.0,0.0,4.0,0.0,0,6,0,0,0,0,0,0,0,0.0
260,runs\cem\day_0260,30.0,330,Fil,reduced,6.68,0.0,0.06,0.0,0.0,0,45.04,0.0,0.0,0.0,0.0,0,10.5,0.0,0.06,0.0,0.0,0,39.28,0.88,0.0,0.0,0.0,0,16.48,0.7,0.36,0.0,0.0,0,38.76,0.0,0.36,0.0,0.0,0,4.0,0.0,0.0,66.0,172.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0023333333333333335
261,runs\cem\day_0261,30.0,376,Fil,reduced,2.86,0.0,0.0,0.0,0.0,0,2.9,45.48,0.0,0.0,0.0,0,9.62,18.74,0.0,0.0,0.0,0,58.0,0.0,0.0,0.0,1.48,0,11.26,0.0,1.2,0.0,0.0,0,46.9,0.0,1.2,0.0,0.0,0,2.0,0.0,0.0,68.0,124.0,0.0,2.0,0.0,4.0,0.0,0,6,0,0,0,0,0,0,0,0.006666666666666667
262,runs\cem\day_0262,30.0,348,Fil,reduced,16.36,0.0,0.0,0.0,0.0,0,36.14,2.6,0.0,0.0,0.0,0,14.84,0.0,0.0,0.0,0.0,0,36.72,0.0,0.0,0.0,0.0,0,48.22,0.6,0.0,0.0,0.0,0,17.3,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.0,182.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0.0
263,runs\cem\day_0263,30.0,361,Fil,reduced,47.04,0.0,0.0,0.0,0.0,0,13.7,0.0,1.62,0.0,0.0,0,12.16,34.0,0.0,0.0,0.0,0,18.7,0.0,0.0,0.0,0.0,0,14.64,0.0,0.0,0.0,0.0,0,59.74,0.0,1.62,0.0,0.0,0,2.0,1.62,2.0,34.0,162.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.009
264,runs\cem\day_0264,30.0,336,Fil,reduced,9.86,0.0,5.44,0.0,0.0,0,18.62,0.0,0.0,0.0,0.0,0,3.2,0.0,0.0,0.0,0.0,0,34.92,0.0,0.0,0.0,0.0,0,64.9,0.0,0.0,0.0,0.0,0,44.02,0.0,5.44,0.0,0.0,0,6.0,5.44,2.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.030333333333333334
265,runs\cem\day_0265,30.0,342,Fil,reduced,10.98,0.0,0.0,0.0,0.0,0,47.82,0.0,0.0,0.0,0.0,0,5.56,0.0,0.0,0.0,0.0,0,58.48,0.0,0.0,0.0,11.84,0,32.5,0.0,0.0,0.0,0.0,0,23.48,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,216.0,0.0,2.0,0.0,2.0,0.0,0,0,0,0,0,2,1,0,0,0.0
266,runs\cem\day_0266,30.0,330,Fil,reduced,9.52,29.64,0.0,0.0,0.0,0,3.14,0.0,0.0,0.0,0.0,0,17.72,0.0,0.0,0.0,0.0,0,84.64,0.0,0.24,0.0,4.16,0,32.16,0.0,0.24,0.0,0.0,0,52.18,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,96.0,210.0,0.0,2.0,0.0,4.0,0.0,0,0,0,0,0,2,1,0,0,0.0013333333333333333
267,runs\cem\day_0267,30.0,344,Fil,reduced,0.94,36.46,0.0,0.0,0.0,0,49.26,0.3,0.14,0.0,0.0,0,0.6,0.0,0.0,0.0,0.0,0,42.82,0.0,0.0,0.0,0.0,0,9.74,1.78,0.0,0.0,0.0,0,32.84,0.0,0.14,0.0,0.0,0,2.0,0.14,2.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0,6,0,0,0,0,0,0,0,0.001
268,runs\cem\day_0268,30.0,341,Fil,reduced,47.2,0.0,0.0,0.0,0.0,0,3.76,0.0,0.0,0.0,0.0,0,18.34,0.0,1.08,0.0,0.0,0,46.06,0.0,0.0,0.0,2.78,0,20.12,0.0,0.0,0.0,0.0,0,17.72,0.0,1.08,0.0,0.0,0,2.0,1.08,2.0,42.0,204.0,0.0,2.0,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0,0.005999999999999999
269,runs\cem\day_0269,30.0,356,Fil,reduced,1.86,48.72,0.0,0.0,0.0,0,2.98,0.0,0.0,0.0,0.0,0,39.68,0.0,10.02,0.0,0.0,0,14.36,1.48,0.6,0.0,0.0,0,15.04,0.0,0.0,0.0,0.0,0,29.14,0.0,10.62,0.0,0.0,0,10.0,10.02,2.0,82.0,86.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,0,0,0,0,0,0.059
270,runs\cem\day_0270,30.0,339,Fil,reduced,3.7,0.0,0.0,0.0,0.0,0,5.8,0.0,0.0,0.0,0.0,0,4.34,0.0,0.0,0.0,0.0,0,10.04,1.26,0.0,0.0,0.0,0,19.68,5.0,0.0,0.0,0.0,0,37.9,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,164.0,76.0,2.0,0.0,2.0,0.0,0.0,0,2,0,0,0,0,0,0,0,0.0
271,runs\cem\day_0271,30.0,6965,Fil,reduced,21.68,0.0,0.0,0.0,0.0,0,5.38,0.0,0.0,0.0,0.0,0,19.74,3.44,0.0,0.0,0.0,0,24.02,0.0,0.0,0.0,0.0,0,12.26,0.0,0.0,0.0,0.0,0,30.06,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,16.0,104.0,2.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0
272,runs\cem\day_0272,30.0,372,Fil,reduced,17.56,0.0,0.0,0.0,0.0,0,7.66,8.2,0.02,0.0,0.0,0,5.02,25.6,0.0,0.0,0.0,0,11.14,0.0,0.02,0.0,0.0,0,12.14,0.0,0.0,0.0,0.0,0,29.94,0.0,0.0,0.0,13.8,1,2.0,0.02,2.0,20.0,70.0,2.0,2.0,0.0,2.0,0.0,0,2,1,0,0,0,0,0,0,0.0003333333333333333
273,runs\cem\day_0273,30.0,366,Fil,reduced,49.68,0.0,0.0,0.0,0.0,0,16.98,23.26,0.0,0.0,0.0,0,7.64,0.0,0.0,0.0,0.0,0,8.86,0.0,0.0,0.0,0.0,0,16.2,0.0,0.0,0.0,0.0,0,38.12,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,44.0,136.0,0.0,0.0,2.0,0.0,0.0,0,3,0,0,0,0,0,0,0,0.0
