rate_hz,n_spikes_last_trial,wall_s,exploded_frac,MN9_L_hz,MN9_L_sd,MN9_L_hz_stable,MN9_R_hz,MN9_R_sd,MN9_R_hz_stable,bitter_hz
100.0,463508,32.3284095287323,1.0,7.0,2.756809750418044,,5.0,1.0954451150103321,,0
50.0,332241,27.46217918395996,1.0,4.6,4.409081537009721,,3.4,3.072458299147443,,50
100.0,333565,20.469245767593385,1.0,1.0,0.6324555320336759,,0.0,0.0,,100
200.0,251414,7.645074462890625,1.0,0.0,0.0,,0.0,0.0,,200
