rate_hz,n_spikes_last_trial,wall_s,exploded_frac,MN9_L_hz,MN9_L_sd,MN9_L_hz_stable,MN9_R_hz,MN9_R_sd,MN9_R_hz_stable
10.0,498,0.22555603981018066,0.0,,,,0.0,0.0,0.0
25.0,1353,0.1239631175994873,0.0,,,,0.0,0.0,0.0
50.0,3089,0.34269866943359373,0.0,,,,0.6,0.7999999999999999,0.6
100.0,306203,17.243875169754027,0.8,,,,18.6,7.002856560004639,25.0
150.0,435253,33.17128672599792,1.0,,,,13.4,6.529931086925803,
200.0,437032,23.25878496170044,1.0,,,,22.4,2.4166091947189146,
